Away_Manager_Name,Away_Team_Country,Away_Team_Gender,Away_Team_Name,Away_Team_Score,Competition_Country,Competition_Name,Competition_Stage,Home_Manager_Name,Home_Team_Country,Home_Team_Gender,Home_Team_Name,Home_Team_Score,Referee_Country,Referee_Name,Season_Name,Stadium_Name
Maurizio Sarri,Italy,male,Napoli,1,Italy,Serie A,Regular Season,Luigi De Canio,Italy,male,Udinese,3,Italy,Massimiliano Irrati,2015/2016,Dacia Arena
Walter Novellino,Italy,male,Palermo,1,Italy,Serie A,Regular Season,Rolando Maran,Italy,male,Chievo,3,Italy,Maurizio Mariani,2015/2016,Stadio Marc''Antonio Bentegodi
"Gian Piero Ventura	",Italy,male,Torino,2,Italy,Serie A,Regular Season,Roberto Mancini,Italy,male,Inter Milan,1,Italy,Marco Guida,2015/2016,Stadio Giuseppe Meazza    
Vincenzo Montella,Italy,male,Sampdoria,1,Italy,Serie A,Regular Season,Paulo Manuel Carvalho de Sousa,Italy,male,Fiorentina,1,Italy,Andrea Gervasoni,2015/2016,"Stadio Artemio Franchi    	"
Luciano Spalletti,Italy,male,AS Roma,4,Italy,Serie A,Regular Season,Stefano Pioli,Italy,male,Lazio,1,Italy,Luca Banti,2015/2016,Estadio Olímpico
Marco Giampaolo,Italy,male,Empoli,0,Italy,Serie A,Regular Season,Massimiliano Allegri,Italy,male,Juventus,1,Italy,"Gianpaolo Calvarese	",2015/2016,"Allianz Stadium    	"
Eusebio Di Francesco,Italy,male,Sassuolo,3,Italy,Serie A,Regular Season,Fabrizio Castori,Italy,male,Carpi,1,Italy,Angelo Cervellera,2015/2016,Stadio Alberto Braglia (Modena)
Gian Piero Gasperini,Italy,male,Genoa,1,Italy,Serie A,Regular Season,Maurizio Sarri,Italy,male,Napoli,3,Italy,Andrea Gervasoni,2015/2016,Stadio Diego Armando Maradona
Luigi De Canio,Italy,male,Udinese,1,Italy,Serie A,Regular Season,Eusebio Di Francesco,Italy,male,Sassuolo,1,Italy,Marco Di Bello,2015/2016,MAPEI Stadium - Città del Tricolore
Stefano Pioli,Italy,male,Lazio,1,Italy,Serie A,Regular Season,Sini?a Mihajlovic,Italy,male,AC Milan,1,Italy,Paolo Tagliavento,2015/2016,Stadio Giuseppe Meazza    
Massimiliano Allegri,Italy,male,Juventus,4,Italy,Serie A,Regular Season,"Gian Piero Ventura	",Italy,male,Torino,1,Italy,Nicola Rizzoli,2015/2016,Stadio Olimpico Grande Torino
Paulo Manuel Carvalho de Sousa,Italy,male,Fiorentina,0,Italy,Serie A,Regular Season,Roberto Stellone,Italy,male,Frosinone,0,Italy,Paolo Valeri,2015/2016,Stadio Comunale Matusa
Marco Giampaolo,Italy,male,Empoli,0,Italy,Serie A,Regular Season,Gian Piero Gasperini,Italy,male,Genoa,1,Italy,Maurizio Mariani,2015/2016,Stadio Comunale Luigi Ferraris
Massimiliano Allegri,Italy,male,Juventus,2,Italy,Serie A,Regular Season,Edoardo Reja,Italy,male,Atalanta,0,Italy,Paolo Valeri,2015/2016,Gewiss Stadium
Rolando Maran,Italy,male,Chievo,1,Italy,Serie A,Regular Season,Maurizio Sarri,Italy,male,Napoli,3,Italy,Marco Di Bello,2015/2016,Stadio Diego Armando Maradona
Vincenzo Montella,Italy,male,Sampdoria,3,Italy,Serie A,Regular Season,Luigi Delneri,Italy,male,Hellas Verona,0,Italy,Angelo Cervellera,2015/2016,Stadio Marc''Antonio Bentegodi
Paulo Manuel Carvalho de Sousa,Italy,male,Fiorentina,1,Italy,Serie A,Regular Season,Luciano Spalletti,Italy,male,AS Roma,4,Italy,Massimiliano Irrati,2015/2016,Estadio Olímpico
Eusebio Di Francesco,Italy,male,Sassuolo,2,Italy,Serie A,Regular Season,Stefano Pioli,Italy,male,Lazio,0,Italy,Antonio Damato,2015/2016,Estadio Olímpico
Maurizio Sarri,Italy,male,Napoli,1,Italy,Serie A,Regular Season,Paulo Manuel Carvalho de Sousa,Italy,male,Fiorentina,1,Italy,Paolo Tagliavento,2015/2016,"Stadio Artemio Franchi    	"
Gian Piero Gasperini,Italy,male,Genoa,0,Italy,Serie A,Regular Season,Rolando Maran,Italy,male,Chievo,1,Italy,Michael Fabbri,2015/2016,Stadio Marc''Antonio Bentegodi
Roberto Stellone,Italy,male,Frosinone,0,Italy,Serie A,Regular Season,Vincenzo Montella,Italy,male,Sampdoria,2,Italy,Daniele Orsato,2015/2016,Stadio Comunale Luigi Ferraris
Luigi Delneri,Italy,male,Hellas Verona,0,Italy,Serie A,Regular Season,Stefano Colantuono,Italy,male,Udinese,2,Italy,Daniele Doveri,2015/2016,Dacia Arena
Edoardo Reja,Italy,male,Atalanta,1,Italy,Serie A,Regular Season,Fabrizio Castori,Italy,male,Carpi,1,Italy,"Gianpaolo Calvarese	",2015/2016,Stadio Alberto Braglia (Modena)
Roberto Donadoni,Italy,male,Bologna,0,Italy,Serie A,Regular Season,Giuseppe Iachini,Italy,male,Palermo,0,Italy,Marco Di Bello,2015/2016,Stadio Renzo Barbera
Roberto Mancini,Italy,male,Inter Milan,0,Italy,Serie A,Regular Season,Massimiliano Allegri,Italy,male,Juventus,2,Italy,Gianluca Rocchi,2015/2016,"Allianz Stadium    	"
"Gian Piero Ventura	",Italy,male,Torino,0,Italy,Serie A,Regular Season,Sini?a Mihajlovic,Italy,male,AC Milan,1,Italy,Domenico Celi,2015/2016,Stadio Giuseppe Meazza    
Luciano Spalletti,Italy,male,AS Roma,3,Italy,Serie A,Regular Season,Marco Giampaolo,Italy,male,Empoli,1,Italy,Andrea Gervasoni,2015/2016,Stadio Carlo Castellani
Stefano Pioli,Italy,male,Lazio,0,Italy,Serie A,Regular Season,Roberto Stellone,Italy,male,Frosinone,0,Italy,Carmine Russo,2015/2016,Stadio Comunale Matusa
Marco Giampaolo,Italy,male,Empoli,2,Italy,Serie A,Regular Season,Eusebio Di Francesco,Italy,male,Sassuolo,3,Italy,Paolo Valeri,2015/2016,MAPEI Stadium - Città del Tricolore
Stefano Colantuono,Italy,male,Udinese,1,Italy,Serie A,Regular Season,Gian Piero Gasperini,Italy,male,Genoa,2,Italy,Andrea Gervasoni,2015/2016,Stadio Comunale Luigi Ferraris
Giuseppe Iachini,Italy,male,Palermo,0,Italy,Serie A,Regular Season,Luciano Spalletti,Italy,male,AS Roma,5,Italy,Piero Giacomelli,2015/2016,Estadio Olímpico
Vincenzo Montella,Italy,male,Sampdoria,1,Italy,Serie A,Regular Season,Luciano Spalletti,Italy,male,AS Roma,2,Italy,Domenico Celi,2015/2016,Estadio Olímpico
Marco Giampaolo,Italy,male,Empoli,0,Italy,Serie A,Regular Season,Edoardo Reja,Italy,male,Atalanta,0,Italy,Michael Fabbri,2015/2016,Gewiss Stadium
Stefano Colantuono,Italy,male,Udinese,1,Italy,Serie A,Regular Season,Sini?a Mihajlovic,Italy,male,AC Milan,1,Italy,Massimiliano Irrati,2015/2016,Stadio Giuseppe Meazza    
Massimiliano Allegri,Italy,male,Juventus,2,Italy,Serie A,Regular Season,Roberto Stellone,Italy,male,Frosinone,0,Italy,Davide Massa,2015/2016,Stadio Comunale Matusa
Fabrizio Castori,Italy,male,Carpi,0,Italy,Serie A,Regular Season,Maurizio Sarri,Italy,male,Napoli,1,Italy,Daniele Doveri,2015/2016,Stadio Diego Armando Maradona
Roberto Mancini,Italy,male,Inter Milan,3,Italy,Serie A,Regular Season,Luigi Delneri,Italy,male,Hellas Verona,3,Italy,Piero Giacomelli,2015/2016,Stadio Marc''Antonio Bentegodi
"Gian Piero Ventura	",Italy,male,Palermo,2,Italy,Serie A,Regular Season,Eusebio Di Francesco,Italy,male,Sassuolo,2,Italy,Maurizio Mariani,2015/2016,MAPEI Stadium - Città del Tricolore
Paulo Manuel Carvalho de Sousa,Italy,male,Fiorentina,1,Italy,Serie A,Regular Season,Roberto Donadoni,Italy,male,Bologna,1,Italy,Luca Banti,2015/2016,Stadio Renato Dall''Ara
Stefano Pioli,Italy,male,Lazio,0,Italy,Serie A,Regular Season,Gian Piero Gasperini,Italy,male,Genoa,0,Italy,Daniele Orsato,2015/2016,Stadio Comunale Luigi Ferraris
Gian Piero Gasperini,Italy,male,Genoa,0,Italy,Serie A,Regular Season,Massimiliano Allegri,Italy,male,Juventus,1,Italy,Carmine Russo,2015/2016,"Allianz Stadium    	"
Roberto Donadoni,Italy,male,Bologna,0,Italy,Serie A,Regular Season,Roberto Stellone,Italy,male,Frosinone,1,Italy,Andrea Gervasoni,2015/2016,Stadio Comunale Matusa
Fabrizio Castori,Italy,male,Carpi,1,Italy,Serie A,Regular Season,Paulo Manuel Carvalho de Sousa,Italy,male,Fiorentina,2,Italy,Angelo Cervellera,2015/2016,"Stadio Artemio Franchi    	"
Rolando Maran,Italy,male,Chievo,0,Italy,Serie A,Regular Season,Roberto Mancini,Italy,male,Inter Milan,1,Italy,Paolo Valeri,2015/2016,Stadio Giuseppe Meazza    
Edoardo Reja,Italy,male,Atalanta,1,Italy,Serie A,Regular Season,Luigi Delneri,Italy,male,Hellas Verona,2,Italy,Marco Di Bello,2015/2016,Stadio Marc''Antonio Bentegodi
Sini?a Mihajlovic,Italy,male,AC Milan,2,Italy,Serie A,Regular Season,Giovanni Tedesco,Italy,male,Palermo,0,Italy,Paolo Silvio Mazzoleni,2015/2016,Stadio Renzo Barbera
Maurizio Sarri,Italy,male,Napoli,2,Italy,Serie A,Regular Season,Stefano Pioli,Italy,male,Lazio,0,Italy,Massimiliano Irrati,2015/2016,Estadio Olímpico
"Gian Piero Ventura	",Italy,male,Torino,2,Italy,Serie A,Regular Season,Vincenzo Montella,Italy,male,Sampdoria,2,Italy,Marco Guida,2015/2016,Stadio Comunale Luigi Ferraris
Stefano Colantuono,Italy,male,Udinese,1,Italy,Serie A,Regular Season,Marco Giampaolo,Italy,male,Empoli,1,Italy,Eugenio Abbattista,2015/2016,Stadio Carlo Castellani
Luciano Spalletti,Italy,male,AS Roma,2,Italy,Serie A,Regular Season,Eusebio Di Francesco,Italy,male,Sassuolo,0,Italy,"Gianpaolo Calvarese	",2015/2016,MAPEI Stadium - Città del Tricolore
Paulo Manuel Carvalho de Sousa,Italy,male,Fiorentina,0,Italy,Serie A,Regular Season,Gian Piero Gasperini,Italy,male,Genoa,0,Italy,Piero Giacomelli,2015/2016,Stadio Comunale Luigi Ferraris
Luigi Delneri,Italy,male,Hellas Verona,0,Italy,Serie A,Regular Season,"Gian Piero Ventura	",Italy,male,Torino,0,Italy,Maurizio Mariani,2015/2016,Stadio Olimpico Grande Torino
Marco Giampaolo,Italy,male,Empoli,1,Italy,Serie A,Regular Season,Maurizio Sarri,Italy,male,Napoli,5,Italy,Davide Massa,2015/2016,Stadio Diego Armando Maradona
Massimiliano Allegri,Italy,male,Juventus,4,Italy,Serie A,Regular Season,Rolando Maran,Italy,male,Chievo,0,Italy,Daniele Doveri,2015/2016,Stadio Marc''Antonio Bentegodi
Roberto Mancini,Italy,male,Inter Milan,0,Italy,Serie A,Regular Season,Sini?a Mihajlovic,Italy,male,AC Milan,3,Italy,Antonio Damato,2015/2016,Stadio Giuseppe Meazza    
Stefano Pioli,Italy,male,Lazio,0,Italy,Serie A,Regular Season,Stefano Colantuono,Italy,male,Udinese,0,Italy,Domenico Celi,2015/2016,Dacia Arena
Vincenzo Montella,Italy,male,Sampdoria,2,Italy,Serie A,Regular Season,Roberto Donadoni,Italy,male,Bologna,3,Italy,Michael Fabbri,2015/2016,Stadio Renato Dall''Ara
Giovanni Tedesco,Italy,male,Palermo,1,Italy,Serie A,Regular Season,Fabrizio Castori,Italy,male,Carpi,1,Italy,Nicola Rizzoli,2015/2016,Stadio Alberto Braglia (Modena)
Eusebio Di Francesco,Italy,male,Sassuolo,1,Italy,Serie A,Regular Season,Edoardo Reja,Italy,male,Atalanta,1,Italy,Claudio Gavillucci,2015/2016,Gewiss Stadium
Sini?a Mihajlovic,Italy,male,AC Milan,2,Italy,Serie A,Regular Season,Marco Giampaolo,Italy,male,Empoli,2,Italy,Carmine Russo,2015/2016,Stadio Carlo Castellani
Edoardo Reja,Italy,male,Atalanta,0,Italy,Serie A,Regular Season,Roberto Stellone,Italy,male,Frosinone,0,Italy,Paolo Valeri,2015/2016,Stadio Comunale Matusa
"Gian Piero Ventura	",Italy,male,Torino,1,Italy,Serie A,Regular Season,Eusebio Di Francesco,Italy,male,Sassuolo,1,Italy,Domenico Celi,2015/2016,MAPEI Stadium - Città del Tricolore
Fabio Viviani,Italy,male,Palermo,0,Italy,Serie A,Regular Season,Gian Piero Gasperini,Italy,male,Genoa,4,Italy,Domenico Celi,2015/2016,Stadio Comunale Luigi Ferraris
Stefano Pioli,Italy,male,Lazio,2,Italy,Serie A,Regular Season,Roberto Donadoni,Italy,male,Bologna,2,Italy,Marco Di Bello,2015/2016,Stadio Renato Dall''Ara
Massimiliano Allegri,Italy,male,Juventus,4,Italy,Serie A,Regular Season,Stefano Colantuono,Italy,male,Udinese,0,Italy,Gianluca Rocchi,2015/2016,Dacia Arena
Marco Giampaolo,Italy,male,Empoli,1,Italy,Serie A,Regular Season,Rolando Maran,Italy,male,Chievo,1,Italy,Rosario Abisso,2015/2016,Stadio Marc''Antonio Bentegodi
Leandro Greco,Italy,male,Hellas Verona,1,Italy,Serie A,Regular Season,Luciano Spalletti,Italy,male,AS Roma,1,Italy,Davide Massa,2015/2016,Estadio Olímpico
Paulo Manuel Carvalho de Sousa,Italy,male,Fiorentina,0,Italy,Serie A,Regular Season,Sini?a Mihajlovic,Italy,male,AC Milan,2,Italy,Daniele Doveri,2015/2016,Stadio Giuseppe Meazza    
Vincenzo Montella,Italy,male,Sampdoria,1,Italy,Serie A,Regular Season,Fabrizio Castori,Italy,male,Carpi,2,Italy,Maurizio Mariani,2015/2016,Stadio Alberto Braglia (Modena)
Roberto Mancini,Italy,male,Inter Milan,1,Italy,Serie A,Regular Season,Edoardo Reja,Italy,male,Atalanta,1,Italy,Nicola Rizzoli,2015/2016,Gewiss Stadium
Roberto Stellone,Italy,male,Frosinone,2,Italy,Serie A,Regular Season,"Gian Piero Ventura	",Italy,male,Torino,4,Italy,Massimiliano Irrati,2015/2016,Stadio Olimpico Grande Torino
Eusebio Di Francesco,Italy,male,Sassuolo,1,Italy,Serie A,Regular Season,Maurizio Sarri,Italy,male,Napoli,3,Italy,Piero Giacomelli,2015/2016,Stadio Diego Armando Maradona
Gian Piero Gasperini,Italy,male,Genoa,2,Italy,Serie A,Regular Season,Edoardo Reja,Italy,male,Atalanta,0,Italy,Marco Guida,2015/2016,Gewiss Stadium
Massimiliano Allegri,Italy,male,Juventus,2,Italy,Serie A,Regular Season,Vincenzo Montella,Italy,male,Sampdoria,1,Italy,Paolo Silvio Mazzoleni,2015/2016,Stadio Comunale Luigi Ferraris
Davide Ballardini,Italy,male,Palermo,1,Italy,Serie A,Regular Season,Luigi Delneri,Italy,male,Hellas Verona,0,Italy,Luca Banti,2015/2016,Stadio Marc''Antonio Bentegodi
Marco Giampaolo,Italy,male,Empoli,1,Italy,Serie A,Regular Season,"Gian Piero Ventura	",Italy,male,Torino,0,Italy,Andrea Gervasoni,2015/2016,Stadio Olimpico Grande Torino
Eusebio Di Francesco,Italy,male,Sassuolo,1,Italy,Serie A,Regular Season,Roberto Mancini,Italy,male,Inter Milan,0,Italy,Daniele Doveri,2015/2016,Stadio Giuseppe Meazza    
Rolando Maran,Italy,male,Chievo,1,Italy,Serie A,Regular Season,Roberto Donadoni,Italy,male,Bologna,0,Italy,Claudio Gavillucci,2015/2016,Stadio Renato Dall''Ara
Maurizio Sarri,Italy,male,Napoli,5,Italy,Serie A,Regular Season,Roberto Stellone,Italy,male,Frosinone,1,Italy,Paolo Tagliavento,2015/2016,Stadio Comunale Matusa
Stefano Colantuono,Italy,male,Udinese,1,Italy,Serie A,Regular Season,Fabrizio Castori,Italy,male,Carpi,2,Italy,Michael Fabbri,2015/2016,Stadio Alberto Braglia (Modena)
Stefano Pioli,Italy,male,Lazio,3,Italy,Serie A,Regular Season,Paulo Manuel Carvalho de Sousa,Italy,male,Fiorentina,1,Italy,Nicola Rizzoli,2015/2016,"Stadio Artemio Franchi    	"
Sini?a Mihajlovic,Italy,male,AC Milan,1,Italy,Serie A,Regular Season,Rudi Garcia,Italy,male,AS Roma,1,Italy,Daniele Orsato,2015/2016,Estadio Olímpico
Fabrizio Castori,Italy,male,Carpi,0,Italy,Serie A,Regular Season,Stefano Pioli,Italy,male,Lazio,0,Italy,Carmine Russo,2015/2016,Estadio Olímpico
Roberto Donadoni,Italy,male,Bologna,1,Italy,Serie A,Regular Season,Sini?a Mihajlovic,Italy,male,AC Milan,0,Italy,Davide Massa,2015/2016,Stadio Giuseppe Meazza    
Edoardo Reja,Italy,male,Atalanta,1,Italy,Serie A,Regular Season,Stefano Colantuono,Italy,male,Udinese,2,Italy,Angelo Cervellera,2015/2016,Dacia Arena
Rudi Garcia,Italy,male,AS Roma,3,Italy,Serie A,Regular Season,Rolando Maran,Italy,male,Chievo,3,Italy,Massimiliano Irrati,2015/2016,Stadio Marc''Antonio Bentegodi
Paulo Manuel Carvalho de Sousa,Italy,male,Fiorentina,3,Italy,Serie A,Regular Season,Davide Ballardini,Italy,male,Palermo,1,Italy,Antonio Damato,2015/2016,Stadio Renzo Barbera
Luigi Delneri,Italy,male,Hellas Verona,0,Italy,Serie A,Regular Season,Massimiliano Allegri,Italy,male,Juventus,3,Italy,"Gianpaolo Calvarese	",2015/2016,"Allianz Stadium    	"
"Gian Piero Ventura	",Italy,male,Torino,1,Italy,Serie A,Regular Season,Maurizio Sarri,Italy,male,Napoli,2,Italy,Marco Di Bello,2015/2016,Stadio Diego Armando Maradona
Roberto Mancini,Italy,male,Inter Milan,1,Italy,Serie A,Regular Season,Marco Giampaolo,Italy,male,Empoli,0,Italy,Domenico Celi,2015/2016,Stadio Carlo Castellani
Roberto Stellone,Italy,male,Frosinone,2,Italy,Serie A,Regular Season,Eusebio Di Francesco,Italy,male,Sassuolo,2,Italy,Luca Pairetto,2015/2016,MAPEI Stadium - Città del Tricolore
Vincenzo Montella,Italy,male,Sampdoria,3,Italy,Serie A,Regular Season,Gian Piero Gasperini,Italy,male,Genoa,2,Italy,Paolo Valeri,2015/2016,Stadio Comunale Luigi Ferraris
Davide Ballardini,Italy,male,Palermo,0,Italy,Serie A,Regular Season,Vincenzo Montella,Italy,male,Sampdoria,2,Italy,Michael Fabbri,2015/2016,Stadio Comunale Luigi Ferraris
Rolando Maran,Italy,male,Chievo,0,Italy,Serie A,Regular Season,Paulo Manuel Carvalho de Sousa,Italy,male,Fiorentina,2,Italy,Paolo Tagliavento,2015/2016,"Stadio Artemio Franchi    	"
Maurizio Sarri,Italy,male,Napoli,3,Italy,Serie A,Regular Season,Edoardo Reja,Italy,male,Atalanta,1,Italy,Gianluca Rocchi,2015/2016,Gewiss Stadium
Massimiliano Allegri,Italy,male,Juventus,3,Italy,Serie A,Regular Season,Fabrizio Castori,Italy,male,Carpi,2,Italy,Piero Giacomelli,2015/2016,Stadio Alberto Braglia (Modena)
Stefano Pioli,Italy,male,Lazio,2,Italy,Serie A,Regular Season,Roberto Mancini,Italy,male,Inter Milan,1,Italy,Paolo Silvio Mazzoleni,2015/2016,Stadio Giuseppe Meazza    
Stefano Colantuono,Italy,male,Udinese,1,Italy,Serie A,Regular Season,"Gian Piero Ventura	",Italy,male,Torino,0,Italy,Claudio Gavillucci,2015/2016,Stadio Olimpico Grande Torino
Gian Piero Gasperini,Italy,male,Genoa,0,Italy,Serie A,Regular Season,Rudi Garcia,Italy,male,AS Roma,2,Italy,Andrea Gervasoni,2015/2016,Estadio Olímpico
Marco Giampaolo,Italy,male,Empoli,3,Italy,Serie A,Regular Season,Roberto Donadoni,Italy,male,Bologna,2,Italy,Maurizio Mariani,2015/2016,Stadio Renato Dall''Ara
Vincenzo Montella,Italy,male,Sampdoria,1,Italy,Serie A,Regular Season,Stefano Pioli,Italy,male,Lazio,1,Italy,"Gianpaolo Calvarese	",2015/2016,Estadio Olímpico
Edoardo Reja,Italy,male,Atalanta,0,Italy,Serie A,Regular Season,Rolando Maran,Italy,male,Chievo,1,Italy,Fabrizio Pasqua,2015/2016,Stadio Marc''Antonio Bentegodi
Luigi Delneri,Italy,male,Hellas Verona,1,Italy,Serie A,Regular Season,Sini?a Mihajlovic,Italy,male,AC Milan,1,Italy,Paolo Valeri,2015/2016,Stadio Giuseppe Meazza    
Rudi Garcia,Italy,male,AS Roma,0,Italy,Serie A,Regular Season,Maurizio Sarri,Italy,male,Napoli,0,Italy,Nicola Rizzoli,2015/2016,Stadio Diego Armando Maradona
Fabrizio Castori,Italy,male,Carpi,0,Italy,Serie A,Regular Season,Marco Giampaolo,Italy,male,Empoli,3,Italy,Angelo Cervellera,2015/2016,Stadio Carlo Castellani
Roberto Stellone,Italy,male,Frosinone,1,Italy,Serie A,Regular Season,Davide Ballardini,Italy,male,Palermo,4,Italy,Daniele Doveri,2015/2016,Stadio Renzo Barbera
Roberto Mancini,Italy,male,Inter Milan,4,Italy,Serie A,Regular Season,Stefano Colantuono,Italy,male,Udinese,0,Italy,Davide Massa,2015/2016,Dacia Arena
Roberto Donadoni,Italy,male,Bologna,1,Italy,Serie A,Regular Season,Gian Piero Gasperini,Italy,male,Genoa,0,Italy,Marco Di Bello,2015/2016,Stadio Comunale Luigi Ferraris
Stefano Colantuono,Italy,male,Udinese,0,Italy,Serie A,Regular Season,Paulo Manuel Carvalho de Sousa,Italy,male,Fiorentina,3,Italy,Marco Guida,2015/2016,"Stadio Artemio Franchi    	"
Davide Ballardini,Italy,male,Palermo,0,Italy,Serie A,Regular Season,Edoardo Reja,Italy,male,Atalanta,3,Italy,Carmine Russo,2015/2016,Gewiss Stadium
Eusebio Di Francesco,Italy,male,Sassuolo,3,Italy,Serie A,Regular Season,Vincenzo Montella,Italy,male,Sampdoria,1,Italy,Maurizio Mariani,2015/2016,Stadio Comunale Luigi Ferraris
Sini?a Mihajlovic,Italy,male,AC Milan,0,Italy,Serie A,Regular Season,Fabrizio Castori,Italy,male,Carpi,0,Italy,Massimiliano Irrati,2015/2016,Stadio Alberto Braglia (Modena)
Marco Giampaolo,Italy,male,Empoli,1,Italy,Serie A,Regular Season,Luigi Delneri,Italy,male,Hellas Verona,0,Italy,Paolo Tagliavento,2015/2016,Stadio Marc''Antonio Bentegodi
Rolando Maran,Italy,male,Chievo,2,Italy,Serie A,Regular Season,Roberto Stellone,Italy,male,Frosinone,0,Italy,Gianluca Rocchi,2015/2016,Stadio Comunale Matusa
Rudi Garcia,Italy,male,AS Roma,1,Italy,Serie A,Regular Season,"Gian Piero Ventura	",Italy,male,Torino,1,Italy,Antonio Damato,2015/2016,Stadio Olimpico Grande Torino
Gian Piero Gasperini,Italy,male,Genoa,0,Italy,Serie A,Regular Season,Roberto Mancini,Italy,male,Inter Milan,1,Italy,Piero Giacomelli,2015/2016,Stadio Giuseppe Meazza    
Massimiliano Allegri,Italy,male,Juventus,2,Italy,Serie A,Regular Season,Stefano Pioli,Italy,male,Lazio,0,Italy,Luca Banti,2015/2016,Estadio Olímpico
Roberto Mancini,Italy,male,Inter Milan,1,Italy,Serie A,Regular Season,Maurizio Sarri,Italy,male,Napoli,2,Italy,Daniele Orsato,2015/2016,Stadio Diego Armando Maradona
Fabrizio Castori,Italy,male,Carpi,2,Italy,Serie A,Regular Season,Gian Piero Gasperini,Italy,male,Genoa,1,Italy,Claudio Gavillucci,2015/2016,Stadio Comunale Luigi Ferraris
Stefano Pioli,Italy,male,Lazio,0,Italy,Serie A,Regular Season,Marco Giampaolo,Italy,male,Empoli,1,Italy,Michael Fabbri,2015/2016,Stadio Carlo Castellani
Stefano Colantuono,Italy,male,Udinese,3,Italy,Serie A,Regular Season,Rolando Maran,Italy,male,Chievo,2,Italy,Andrea Gervasoni,2015/2016,Stadio Marc''Antonio Bentegodi
Massimiliano Allegri,Italy,male,Juventus,3,Italy,Serie A,Regular Season,Davide Ballardini,Italy,male,Palermo,0,Italy,Paolo Valeri,2015/2016,Stadio Renzo Barbera
Andrea Mandorlini,Italy,male,Hellas Verona,2,Italy,Serie A,Regular Season,Roberto Stellone,Italy,male,Frosinone,3,Italy,Nicola Rizzoli,2015/2016,Stadio Comunale Matusa
Eusebio Di Francesco,Italy,male,Sassuolo,1,Italy,Serie A,Regular Season,Gian Piero Gasperini,Italy,male,Genoa,2,Italy,Nicola Rizzoli,2015/2016,Stadio Comunale Luigi Ferraris
Sini?a Mihajlovic,Italy,male,AC Milan,0,Italy,Serie A,Regular Season,Massimiliano Allegri,Italy,male,Juventus,1,Italy,Paolo Silvio Mazzoleni,2015/2016,"Allianz Stadium    	"
Rudi Garcia,Italy,male,AS Roma,2,Italy,Serie A,Regular Season,Roberto Donadoni,Italy,male,Bologna,2,Italy,Gianluca Rocchi,2015/2016,Stadio Renato Dall''Ara
Paulo Manuel Carvalho de Sousa,Italy,male,Fiorentina,2,Italy,Serie A,Regular Season,Walter Zenga,Italy,male,Sampdoria,0,Italy,Carmine Russo,2015/2016,Stadio Comunale Luigi Ferraris
Fabrizio Castori,Italy,male,Carpi,0,Italy,Serie A,Regular Season,Eusebio Di Francesco,Italy,male,Sassuolo,1,Italy,Paolo Valeri,2015/2016,MAPEI Stadium - Città del Tricolore
Roberto Mancini,Italy,male,Inter Milan,1,Italy,Serie A,Regular Season,"Gian Piero Ventura	",Italy,male,Torino,0,Italy,Massimiliano Irrati,2015/2016,Stadio Olimpico Grande Torino
Massimiliano Allegri,Italy,male,Juventus,3,Italy,Serie A,Regular Season,Marco Giampaolo,Italy,male,Empoli,1,Italy,Davide Massa,2015/2016,Stadio Carlo Castellani
Gian Piero Gasperini,Italy,male,Genoa,2,Italy,Serie A,Regular Season,Roberto Stellone,Italy,male,Frosinone,2,Italy,"Gianpaolo Calvarese	",2015/2016,Stadio Comunale Matusa
